stage,run_id,dataset,scene,n_views,init,split,downscale,background,depth_model,depth_align,sigma_rel,noise_corr_px,scale,shift,scale_jitter,shift_jitter,depth_kind,depth_lambda,iterations,sh_degree,seed,depth_sigma_rel,depth_noise_corr_px,depth_scale,depth_shift,depth_scale_jitter,depth_shift_jitter,depth_used,init_init,init_n_init_points,train_ids,eval_ids,n_train_views,n_eval_views,train_seconds,psnr_curve,scene_scale,n_gaussians,means_lr_final,psnr,ssim,lpips,unaligned_mae,unaligned_rmse,unaligned_absrel,unaligned_delta1,aligned_mae,aligned_rmse,aligned_absrel,aligned_delta1,chamfer_acc,chamfer_comp,chamfer,floater_frac,floater_count,n_opaque,wall_seconds,n_opacity_resets,prior_absrel,prior_mae,prior_rmse,prior_aligned_absrel,prior_coverage,init_sfm_n_points,depth_aligned_scale,depth_aligned_shift,depth_cache_hits,depth_cache_misses,depth_align_points,depth_align_points_min,n_eval_points
stage0_repro,chair__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,chair,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,80.96919679641724,"[[500, 25.22080637048118], [1000, 27.141879856209048], [1500, 28.201680816759016], [2000, 28.457253723897004], [2500, 28.721419747741503], [3000, 28.791508399200215], [3500, 29.1363885007288], [4000, 29.213709470587016], [4500, 29.1693315968039], [5000, 29.18052902160946], [5500, 29.172659680143113], [6000, 29.193482861843624]]",5.068507428277869,110907,0.00032284946419211205,26.270929136285023,0.925638222694397,0.06659298233687877,0.05077255634092801,0.14782616352223865,0.013364860281340638,0.9974446129735776,0.07045319086982288,0.12236017784768728,0.01849483177208385,0.9975790371121661,0.02220401980452808,0.006853295193612977,0.014528657499070528,0.1047080693501271,2760,26359,93.60037875175476,2,,,,,,,,,,,,,
stage0_repro,drums__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,drums,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,85.3019745349884,"[[500, 18.730088062365688], [1000, 19.740824044447425], [1500, 19.037899936316418], [2000, 18.64028882134165], [2500, 18.372872073253227], [3000, 18.136976070303888], [3500, 18.575495208326238], [4000, 18.347120310935267], [4500, 18.22808245483764], [5000, 18.091949004427576], [5500, 18.047166590456683], [6000, 17.95770920962338]]",4.706763126976154,172625,0.00029980738415130384,17.211751697897824,0.803621792793274,0.193684863448143,,,,,,,,,,,,,,,92.25606656074524,2,,,,,,,,,,,,,
stage0_repro,ficus__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,ficus,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,80.34895610809326,"[[500, 22.154971269168726], [1000, 22.40184251665365], [1500, 22.49960639291015], [2000, 22.435171634677694], [2500, 22.32450522437814], [3000, 22.199734132806306], [3500, 22.288035091981577], [4000, 22.200666745543213], [4500, 22.14410110630997], [5000, 22.099982477620078], [5500, 22.080102906338944], [6000, 22.058788039872233]]",4.795015165739007,103099,0.0003054287872628974,23.864879863372394,0.9254064798355103,0.06472863622009754,,,,,,,,,,,,,,,87.1912944316864,2,,,,,,,,,,,,,
stage0_repro,hotdog__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,hotdog,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,82.35046482086182,"[[500, 23.75409318550413], [1000, 28.67515038992822], [1500, 29.355213167807303], [2000, 29.557023172011462], [2500, 29.639782155097393], [3000, 29.89682726684578], [3500, 29.834785174122374], [4000, 29.89361066375467], [4500, 30.00838052770869], [5000, 29.942337219147497], [5500, 29.948861698903695], [6000, 29.931807256259763]]",4.853493480888102,77332,0.0003091536891161349,22.42897137002521,0.9074371337890625,0.14090827390551566,,,,,,,,,,,,,,,89.41870141029358,2,,,,,,,,,,,,,
stage0_repro,lego__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,lego,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,87.78304815292358,"[[500, 19.96808058997908], [1000, 21.06655598232565], [1500, 21.15376221127824], [2000, 21.18232532947477], [2500, 21.16926457241832], [3000, 21.13258752789218], [3500, 21.583085548580826], [4000, 21.573234073671447], [4500, 21.502940769686383], [5000, 21.45983770145826], [5500, 21.459264083128343], [6000, 21.506914463231805]]",6.003738571874735,155290,0.00038242102009463963,22.89414819841397,0.859454185962677,0.12810943022370339,0.04810897715041664,0.09245819238924957,0.012764075662035882,0.9992954626802276,0.052604340063351226,0.09008069764803919,0.01414528473168998,0.9995537451914309,0.02522399981337023,0.008671211122885769,0.016947605468128,0.05883167539871212,2549,43327,98.93144416809082,2,,,,,,,,,,,,,
stage0_repro,materials__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,materials,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,85.48766136169434,"[[500, 14.819121954016456], [1000, 14.574567393391133], [1500, 14.166530642271589], [2000, 13.903334754909327], [2500, 13.71299377574673], [3000, 13.596134318446692], [3500, 13.939677396425635], [4000, 13.792670449648195], [4500, 13.710414694544147], [5000, 13.652654255040456], [5500, 13.608965463233833], [6000, 13.578213905143814]]",6.120883491383313,160731,0.00038988281728668053,14.879689758457896,0.7568630719184876,0.2427102118730545,,,,,,,,,,,,,,,92.50623774528503,2,,,,,,,,,,,,,
stage0_repro,mic__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,mic,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,82.44305539131165,"[[500, 26.01230832107309], [1000, 26.423274138226], [1500, 26.04635565467155], [2000, 25.589431848121393], [2500, 25.629463620475132], [3000, 25.48850180198697], [3500, 25.90680743615619], [4000, 25.79169063629658], [4500, 25.636179176311238], [5000, 25.59005346243311], [5500, 25.538409793288594], [6000, 25.520176747069]]",4.325672982265601,125134,0.00027553302907346483,25.792543155728026,0.9508516049385071,0.06077085273340344,,,,,,,,,,,,,,,89.25050806999207,2,,,,,,,,,,,,,
stage0_repro,ship__init-random__n_views-8__depth_lambda-0p0__densify_until-1p0__iterations-6000__means_lr_steps-30000__sh_degree-3__split-dietnerf,blender,ship,8,random,dietnerf,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,6000,3,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[2, 16, 26, 55, 73, 76, 86, 93]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",8,25,95.78274893760681,"[[500, 17.09346650759815], [1000, 17.77496103029865], [1500, 17.476216956634403], [2000, 17.317415762172672], [2500, 17.155524019419612], [3000, 17.050272340268027], [3500, 17.200350011938568], [4000, 17.086629195674103], [4500, 17.020337134222103], [5000, 16.959290805738256], [5500, 16.925704459012024], [6000, 16.869214844929886]]",5.57139466794628,186124,0.00035488194676680453,16.780034031699778,0.6908761215209961,0.2937323474884033,0.1505930540637781,0.23820750122758982,0.038707371402991776,0.9870962449826493,0.1349114855205424,0.18853250153327533,0.03613290415667376,0.9950054348031814,0.09288440879014057,0.031208073755614806,0.06204624127287769,0.1563380281690141,5883,37630,110.51055002212524,2,,,,,,,,,,,,,
stage1,chair__init-depth__n_views-3__depth_lambda-0p0,blender,chair,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,19669,"[0, 32, 6]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,83.54436683654785,"[[500, 24.200054252356082], [1000, 24.353610964254784], [1500, 24.249967303844926], [2000, 24.206375770802588], [2500, 24.167488366384042], [3000, 24.14393928302645], [3500, 24.262087143436545], [4000, 24.22490682916664], [4500, 24.198743890912], [5000, 24.185056115741872], [5500, 24.177990933005958], [6000, 24.168421009335038], [6500, 24.15584972483547], [7000, 24.140613653060388]]",4.306069181176648,41832,6.889710689883167e-06,22.219355917678712,0.8643744254112243,0.11789892330765724,0.04645892543547969,0.12031068884790988,0.012200929474949227,0.9979040008871487,0.05545429274065666,0.10862022576831415,0.01459845077284286,0.9981977874056401,0.017195425525669376,0.007346487040991839,0.012270956283330609,0.003647231649865762,72,19741,93.9313051700592,2,0.0,0.0,0.0,4.1428160423524487e-16,1.0,,,,,,,,
stage1,chair__init-depth__n_views-5__depth_lambda-0p0,blender,chair,5,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,35955,"[0, 32, 6, 2, 39]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",5,25,86.46158957481384,"[[500, 28.273922608811922], [1000, 28.227282997900417], [1500, 28.23654297064131], [2000, 28.146763115223536], [2500, 28.031162127543077], [3000, 27.984635020341074], [3500, 27.938158905267926], [4000, 27.859166502561223], [4500, 27.81446985953264], [5000, 27.758673586869357], [5500, 27.741368266705972], [6000, 27.704316302506257], [6500, 27.679883519420216], [7000, 27.678278969177676]]",4.453711311592712,58318,7.125938098548859e-06,25.02189608760307,0.9048935461044312,0.0783911493420601,0.02993863405752163,0.07302152364734785,0.00790898535269386,0.9986322877824582,0.03288016509180583,0.06950976572866738,0.008755954499712722,0.9988597871886771,0.012565181702918132,0.006215228873186662,0.009390205288052397,0.014424050889348082,356,24681,96.54898452758789,2,0.0,0.0,0.0,2.964986277208822e-16,1.0,,,,,,,,
stage1,chair__init-depth__n_views-9__depth_lambda-0p0,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,89.63518714904785,"[[500, 31.200627028840067], [1000, 31.29548719619182], [1500, 31.656297307353384], [2000, 32.02299020073568], [2500, 31.917939964197473], [3000, 31.84605062577549], [3500, 31.904843793005636], [4000, 31.84569708890534], [4500, 31.80688166670788], [5000, 31.79014767629772], [5500, 31.74556401000616], [6000, 31.711190565653105], [6500, 31.65677797781599], [7000, 31.66317527767395]]",4.587113632433774,84576,7.339381811894599e-06,29.296961010188205,0.9516767859458923,0.04060393806546927,0.017471794293520176,0.04074061024139515,0.004623620871129421,0.9994827690268316,0.01818568221156165,0.03961086419718739,0.004860848700111856,0.9995252814646814,0.008509388065821596,0.005179549646956534,0.006844468856389065,0.011727339359882726,384,32744,99.92536640167236,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage1,chair__init-random__n_views-3__depth_lambda-0p0,blender,chair,3,random,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[0, 32, 6]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,81.32203125953674,"[[500, 20.146901903698126], [1000, 20.082111379230636], [1500, 19.916223623351073], [2000, 19.825253603748063], [2500, 19.79478498637978], [3000, 19.72708385418074], [3500, 19.894009835334167], [4000, 19.853122797367615], [4500, 19.82091823474639], [5000, 19.79393817464691], [5500, 19.76214470410182], [6000, 19.743435075273844], [6500, 19.711232312039368], [7000, 19.69678588948348]]",4.306069181176648,31172,6.889710689883167e-06,18.0594194232407,0.7771814727783203,0.24652582854032518,0.25532732474143804,0.6361231487782002,0.06721119620576765,0.9601981389894744,0.22963469272928447,0.29437314875009946,0.06063080745848147,0.9910236891697235,0.11492461181152674,0.014277572811344086,0.06460109231143542,0.44344538673750894,4340,9787,99.22303032875061,2,,,,,,,,,,,,,
stage1,chair__init-random__n_views-5__depth_lambda-0p0,blender,chair,5,random,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[0, 32, 6, 2, 39]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",5,25,82.86967444419861,"[[500, 22.2174722257529], [1000, 23.26594985069217], [1500, 23.550575963598593], [2000, 23.592114630815352], [2500, 23.567646564520984], [3000, 23.526574752714016], [3500, 23.596020816572796], [4000, 23.55398539558543], [4500, 23.516804701132994], [5000, 23.49812534832651], [5500, 23.463987660074306], [6000, 23.448093055611224], [6500, 23.44139324766649], [7000, 23.422546605194466]]",4.453711311592712,37324,7.125938098548859e-06,21.20589468503856,0.8504276967048645,0.1265840220451355,0.1104218333885256,0.23789383009872378,0.028948455800463062,0.9941595369183895,0.12260776863833313,0.1895671610177606,0.032104386723194385,0.9961153970912,0.04555544065060222,0.009925618066110146,0.027740529358356185,0.25079296424452135,3479,13872,97.81679606437683,2,,,,,,,,,,,,,
stage1,chair__init-random__n_views-9__depth_lambda-0p0,blender,chair,9,random,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,84.64154028892517,"[[500, 24.755432838177832], [1000, 27.333995303301688], [1500, 28.702601718395265], [2000, 29.386512926374934], [2500, 29.434526938357966], [3000, 29.454515051855545], [3500, 29.72505311182077], [4000, 29.63484861997452], [4500, 29.594145304964275], [5000, 29.57292246847649], [5500, 29.53193194348248], [6000, 29.466165569721237], [6500, 29.434534973185244], [7000, 29.457491114765652]]",4.587113632433774,46286,7.339381811894599e-06,26.985678856440913,0.9325369048118591,0.05733488693833351,0.04911405499357944,0.13131297452910715,0.012858094831934636,0.9973988015761954,0.06539661110637049,0.11133297062411115,0.017180262255556064,0.9979858527825914,0.021444414825761742,0.006667938811412714,0.014056176818587228,0.12029112081513828,2066,17175,96.857102394104,2,,,,,,,,,,,,,
stage1,chair__init-sfm__n_views-3__depth_lambda-0p0,blender,chair,3,sfm,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,sfm,6,"[0, 32, 6]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,77.44104337692261,"[[500, 18.191351559052745], [1000, 18.822071820964098], [1500, 20.065041645402133], [2000, 20.734000650804056], [2500, 20.690736540338822], [3000, 20.721987085298572], [3500, 20.876602782273725], [4000, 20.8678625929451], [4500, 20.849790358221505], [5000, 20.828562346442418], [5500, 20.82545639817444], [6000, 20.810433843002574], [6500, 20.796203995349554], [7000, 20.783612092829753]]",4.306069181176648,17333,6.889710689883167e-06,18.481395128877956,0.8045947551727295,0.179814842492342,0.2796329559832284,0.72969220386033,0.07236354974050792,0.9556679998511735,0.23760429743673253,0.3005313895847797,0.06274268691005118,0.9891874530612492,0.06617332829494382,0.017391666284752964,0.0417824972898484,0.43309859154929575,3813,8804,94.33682012557983,2,,,,,,6,,,,,,,
stage1,chair__init-sfm__n_views-5__depth_lambda-0p0,blender,chair,5,sfm,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,sfm,71,"[0, 32, 6, 2, 39]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",5,25,80.52414393424988,"[[500, 19.372534123312548], [1000, 21.52117744191691], [1500, 22.987363397247513], [2000, 23.4482820361737], [2500, 23.4911280562946], [3000, 23.53690316412831], [3500, 23.749946880076678], [4000, 23.683497570888363], [4500, 23.672709401561697], [5000, 23.647592462126823], [5500, 23.630815050158212], [6000, 23.61493087659394], [6500, 23.591302412420802], [7000, 23.596699964646263]]",4.453711311592712,30509,7.125938098548859e-06,21.169079556895927,0.8548301076889038,0.12047918424010277,0.120503519865259,0.3164621065452667,0.03139088510513359,0.9905694873137864,0.1492239376593912,0.22032747787874585,0.0391159915862174,0.9937058812246263,0.044022716988152834,0.010763861550581953,0.027393289269367394,0.2155292734885771,2934,13613,95.36912846565247,2,,,,,,71,,,,,,,
stage1,chair__init-sfm__n_views-9__depth_lambda-0p0,blender,chair,9,sfm,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,sfm,440,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,82.62737369537354,"[[500, 23.878354335693004], [1000, 26.482376160847526], [1500, 28.92934792865242], [2000, 30.07353409401415], [2500, 30.16985820830023], [3000, 30.185930497199273], [3500, 30.469963640698793], [4000, 30.450316742166436], [4500, 30.431116012019256], [5000, 30.445384323489133], [5500, 30.39708116660472], [6000, 30.37676668741], [6500, 30.326363625285317], [7000, 30.355025127043213]]",4.587113632433774,40450,7.339381811894599e-06,27.989815141640396,0.9395599555969238,0.05302864745259285,0.040763251052804234,0.11792295191399996,0.010809188817298936,0.9971476643477785,0.05603087716506858,0.09749853480234702,0.014909883076387534,0.9978362130706363,0.01770717790664384,0.006596926088478633,0.012152051997561237,0.0538335020242915,851,15808,95.04832077026367,2,,,,,,440,,,,,,,
stage1,lego__init-depth__n_views-3__depth_lambda-0p0,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,84.97392320632935,"[[500, 19.123456803982396], [1000, 19.491468995073994], [1500, 19.323613861036804], [2000, 19.2321272766804], [2500, 19.190742305516018], [3000, 19.169279636033416], [3500, 19.422217449328606], [4000, 19.37160863657619], [4500, 19.349847777383403], [5000, 19.332345668988715], [5500, 19.324581251191425], [6000, 19.321131818838957], [6500, 19.316295273281966], [7000, 19.315641968903506]]",4.5367010562599654,54778,7.258721690016551e-06,19.392532509061365,0.7899370050430298,0.17776089549064636,0.05315727058064256,0.12655275243302425,0.01443458355115677,0.9987346233989153,0.0617794291614749,0.1182337702256674,0.01668732290636587,0.9987770644999268,0.015686375549510242,0.008253059242509804,0.011969717396010023,0.002591399355652052,74,28556,94.82585430145264,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage1,lego__init-depth__n_views-5__depth_lambda-0p0,blender,lego,5,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,45898,"[0, 89, 32, 17, 7]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",5,25,87.879807472229,"[[500, 21.98050061202232], [1000, 22.05678122979998], [1500, 21.8775903694022], [2000, 21.80393560942092], [2500, 21.730950512202906], [3000, 21.688609459517906], [3500, 22.036086448367378], [4000, 21.94112478943505], [4500, 21.89731635954803], [5000, 21.86246905865768], [5500, 21.833599129911264], [6000, 21.803118036624998], [6500, 21.796967318988305], [7000, 21.7665974875886]]",4.5750079361897065,74971,7.320012697904101e-06,23.283602947915455,0.8576320004463196,0.11414109751582145,0.027089047813347665,0.05642916530286964,0.007356212564318461,0.9998181730263432,0.02699681664957313,0.05607341883003897,0.007337620119362608,0.9998154457301197,0.011498443812578012,0.006845947068256625,0.009172195440417318,0.0008935181639478186,35,39171,97.80169796943665,2,0.0,0.0,0.0,3.478149653280016e-16,1.0,,,,,,,,
stage1,lego__init-depth__n_views-9__depth_lambda-0p0,blender,lego,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,91941,"[0, 89, 32, 17, 7, 4, 60, 36, 24]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,92.78503775596619,"[[500, 24.730868833079512], [1000, 24.959766509494685], [1500, 25.028320985882075], [2000, 24.97037928724922], [2500, 24.911943117714365], [3000, 24.86062325899822], [3500, 25.013819845062883], [4000, 24.943778357103916], [4500, 24.87493046757346], [5000, 24.81697283429879], [5500, 24.739118600001394], [6000, 24.699562460283136], [6500, 24.669627536545175], [7000, 24.634101928445283]]",4.423456892520446,125966,7.0775310280332764e-06,27.88423152684577,0.9326598811149597,0.057663946971297265,0.014987652610291257,0.03170394382967725,0.004053457716089231,0.9999631533455455,0.014459534288726065,0.03138321664145791,0.0039027669734186432,0.9999630605204192,0.008566727073358016,0.005763989976406048,0.007165358524882032,0.0008229390218320882,51,61973,103.27050852775574,2,0.0,0.0,0.0,3.3155727556045965e-16,1.0,,,,,,,,
stage1,lego__init-random__n_views-3__depth_lambda-0p0,blender,lego,3,random,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,84.78992319107056,"[[500, 15.645849588039535], [1000, 15.155388349446806], [1500, 14.888555419720262], [2000, 14.819425120354364], [2500, 14.786521593950612], [3000, 14.759761138630822], [3500, 14.893691179965113], [4000, 14.850497309524851], [4500, 14.827445580605401], [5000, 14.818172136245652], [5500, 14.80949146620187], [6000, 14.8031627547509], [6500, 14.792870421996575], [7000, 14.788019636684764]]",4.5367010562599654,48199,7.258721690016551e-06,14.984905462957757,0.6714543080329896,0.30552814483642576,0.13971185514061674,0.29601510263983166,0.037607790825489616,0.9897015367771053,0.16202384267488892,0.24404497612428805,0.0440693059573483,0.9929778280573821,0.08982790309345995,0.015908263713907408,0.05286808340368368,0.2949633154868134,5950,20172,95.86289072036743,2,,,,,,,,,,,,,
stage1,lego__init-random__n_views-5__depth_lambda-0p0,blender,lego,5,random,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,False,random,100000,"[0, 89, 32, 17, 7]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",5,25,85.17060208320618,"[[500, 18.804983957863275], [1000, 19.017134534949477], [1500, 18.969575195953006], [2000, 18.93033062360538], [2500, 18.865899745382187], [3000, 18.817401443073233], [3500, 18.977488537808533], [4000, 18.946085389873936], [4500, 18.92669713959294], [5000, 18.903532972435393], [5500, 18.887101397674023], [6000, 18.868401367551982], [6500, 18.861560438913482], [7000, 18.841229539136492]]",4.5750079361897065,52625,7.320012697904101e-06,19.646518862103516,0.7850615453720092,0.17130910575389863,0.08106554720918674,0.13625490315681377,0.02168609120030464,0.9986117689236238,0.08659699364747593,0.1334011583376699,0.023412845330769688,0.9988082004396032,0.028276941401686115,0.012185304026874207,0.02023112271428016,0.11534647061360011,2675,23191,95.83841180801392,2,,,,,,,,,,,,,
