stage,run_id,dataset,scene,n_views,init,split,downscale,background,depth_model,depth_align,sigma_rel,noise_corr_px,scale,shift,scale_jitter,shift_jitter,depth_kind,depth_lambda,iterations,sh_degree,seed,depth_sigma_rel,depth_noise_corr_px,depth_scale,depth_shift,depth_scale_jitter,depth_shift_jitter,depth_used,init_init,init_n_init_points,train_ids,eval_ids,n_train_views,n_eval_views,train_seconds,psnr_curve,scene_scale,n_gaussians,means_lr_final,psnr,ssim,lpips,unaligned_mae,unaligned_rmse,unaligned_absrel,unaligned_delta1,aligned_mae,aligned_rmse,aligned_absrel,aligned_delta1,chamfer_acc,chamfer_comp,chamfer,floater_frac,floater_count,n_opaque,wall_seconds,n_opacity_resets,prior_absrel,prior_mae,prior_rmse,prior_aligned_absrel,prior_coverage,init_sfm_n_points,depth_aligned_scale,depth_aligned_shift,depth_cache_hits,depth_cache_misses,depth_align_points,depth_align_points_min,n_eval_points
stage2_lambda,chair__init-depth__n_views-9__depth_kind-pearson__depth_lambda-0p03,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,98.28631162643433,"[[500, 31.338479758160133], [1000, 31.414577344055722], [1500, 31.8432111493853], [2000, 32.2135029698511], [2500, 32.16541432344569], [3000, 32.1140464053959], [3500, 32.03715858389502], [4000, 31.974429984075364], [4500, 31.927380966322715], [5000, 31.917738559371987], [5500, 31.876132837807223], [6000, 31.832307814108834], [6500, 31.80617177950656], [7000, 31.82080157376025]]",4.587113632433774,81725,7.339381811894599e-06,29.288298723390355,0.9520525288581848,0.04050522707402706,0.017381846939835487,0.05731522322551411,0.004561697600208637,0.9987761013241644,0.021518958984048844,0.05418347176534203,0.0056880162826317485,0.998914931768409,0.008821321033662231,0.004831386017350565,0.006826353525506397,0.013101415849830227,409,31218,108.84415578842163,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-pearson__depth_lambda-0p1,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.1,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,98.02921652793884,"[[500, 31.485693399964532], [1000, 31.06422152058806], [1500, 31.629906577863835], [2000, 32.07005765812699], [2500, 32.03381868913213], [3000, 31.99740327544881], [3500, 31.348672019500565], [4000, 31.516585516532235], [4500, 31.541333120135885], [5000, 31.60856177766875], [5500, 31.585243141576164], [6000, 31.56140957120779], [6500, 31.519834224610953], [7000, 31.553692992133634]]",4.587113632433774,78860,7.339381811894599e-06,29.308416317927808,0.9506632471084595,0.04044744066894054,0.015502258475202105,0.03791926663458877,0.004066590986063667,0.9993137267600083,0.014931184394773988,0.03633452339520096,0.00392927136074332,0.9993638876546375,0.008010471649702235,0.004863637825327027,0.00643705473751463,0.013414179736458792,396,29521,108.57546710968018,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-pearson__depth_lambda-0p3,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.3,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,98.43738389015198,"[[500, 31.646050417196314], [1000, 28.261597178198038], [1500, 30.64265744139922], [2000, 31.78869386823067], [2500, 32.12004554086532], [3000, 32.12171221147277], [3500, 30.597292033122237], [4000, 31.275771089328668], [4500, 31.417755233086083], [5000, 31.53756355625814], [5500, 31.552758151941376], [6000, 31.54257782875016], [6500, 31.493080884254116], [7000, 31.553443267842262]]",4.587113632433774,75902,7.339381811894599e-06,29.107885577781254,0.9486183333396911,0.04371222920715809,0.01576676949405567,0.036531621600981105,0.004134524906802698,0.9996012924936512,0.014881537588270441,0.034586812071796945,0.00393015859715774,0.999629535348094,0.009888052425867867,0.004796332406534118,0.007342192416200993,0.026085278796064055,676,25915,109.10582876205444,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-pearson__depth_lambda-1p0,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,1.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,101.06228470802307,"[[500, 31.68273333819955], [1000, 21.150865247803818], [1500, 23.091502979718957], [2000, 22.423081357623104], [2500, 21.924908192166633], [3000, 21.555267681342013], [3500, 20.600143214682127], [4000, 21.100521814234973], [4500, 21.121380786018563], [5000, 21.05641638487829], [5500, 21.068831312329785], [6000, 21.0579696238427], [6500, 21.058826021787922], [7000, 21.04118307667713]]",4.587113632433774,78267,7.339381811894599e-06,21.3777061552654,0.8782074785232544,0.15908270448446274,0.374139331726598,0.4736651466529338,0.09946456532999651,0.7888603587326359,0.14394260618737031,0.1993748872096704,0.0388614541293222,0.9903696287588037,0.4408550608080795,0.014109443612689093,0.22748225221038432,0.21309598763665502,3723,17471,125.0449960231781,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-ssi__depth_lambda-0p03,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,103.25354337692261,"[[500, 31.484713827951044], [1000, 31.598287269792376], [1500, 32.17488920571203], [2000, 32.54337261923253], [2500, 32.51692277645033], [3000, 32.48766150680157], [3500, 32.46810817220828], [4000, 32.43198664518902], [4500, 32.425376442810176], [5000, 32.38543113891278], [5500, 32.3578376732861], [6000, 32.27917296202166], [6500, 32.24723476339108], [7000, 32.24606210990383]]",4.587113632433774,82636,7.339381811894599e-06,29.742872465634957,0.9549055242538452,0.0378058373555541,0.0121486343434129,0.033440160145458336,0.003193234752000598,0.9996402257632062,0.011785825307482728,0.03262337072245562,0.0031055084686990083,0.9996612909215247,0.006775545231094714,0.004437982472728213,0.005606763851911464,0.010485546948800302,333,31758,113.58551955223083,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-ssi__depth_lambda-0p1,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.1,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,102.86770462989807,"[[500, 31.715243894810623], [1000, 31.67690978912868], [1500, 32.20062914870858], [2000, 32.69343204917945], [2500, 32.61102101023753], [3000, 32.57075341117468], [3500, 32.28433223398438], [4000, 32.30085488368591], [4500, 32.331432761479206], [5000, 32.37693870331027], [5500, 32.34333953726215], [6000, 32.299711295268075], [6500, 32.27826438526279], [7000, 32.31836110331133]]",4.587113632433774,81122,7.339381811894599e-06,29.698451398875797,0.9550200915336609,0.03872190184891224,0.013610398175267444,0.0517221354791397,0.0035843070720294485,0.998567341122727,0.018623651073210252,0.04782253493986884,0.004927419231466926,0.9988747004870205,0.007449603122314634,0.00435645908822242,0.005903031105268527,0.009924090565541718,302,30431,113.43849849700928,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-ssi__depth_lambda-0p3,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.3,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,103.02997255325317,"[[500, 31.877004558348645], [1000, 31.440901994573668], [1500, 32.290578147933545], [2000, 32.844153668993314], [2500, 32.72365115965593], [3000, 32.78508206919478], [3500, 31.906276728318364], [4000, 32.019507523522364], [4500, 32.11457839600377], [5000, 32.34207758704822], [5500, 32.50055596323645], [6000, 32.472248957581876], [6500, 32.398440599448755], [7000, 32.477516350395824]]",4.587113632433774,79478,7.339381811894599e-06,29.848309006267264,0.9553662204742431,0.03996834848076105,0.01003065089902912,0.029470277493755213,0.002641622816870359,0.9995821437174215,0.009672945154480438,0.028411167899214683,0.0025434243271722883,0.9996272723870163,0.0062912424288961944,0.004209385539736896,0.005250313984316545,0.008972503617945007,248,27640,113.44453620910645,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,chair__init-depth__n_views-9__depth_kind-ssi__depth_lambda-1p0,blender,chair,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,1.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,68444,"[0, 32, 6, 2, 39, 90, 38, 59, 80]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,104.90237736701965,"[[500, 31.816005759262396], [1000, 29.87793816060337], [1500, 31.5575925859059], [2000, 32.786182302719574], [2500, 33.15112076934019], [3000, 33.12222921666857], [3500, 31.19789723021136], [4000, 32.30230356746505], [4500, 32.548691196772786], [5000, 32.589219746941275], [5500, 32.58757838313579], [6000, 32.544899074739206], [6500, 32.43911658169914], [7000, 32.50151630429563]]",4.587113632433774,85014,7.339381811894599e-06,29.592992659173778,0.9540189385414124,0.04459359921514988,0.010785300165901734,0.027582425040137828,0.0028562584179649773,0.9996537420922686,0.01066337755549939,0.026157404311398808,0.0028200167557952856,0.9997206681289981,0.0075661004887804546,0.004072271416201552,0.005819185952491004,0.011935859823976208,297,24883,115.34903764724731,2,0.0,0.0,0.0,3.782792275659672e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-absolute__depth_lambda-0p03,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,absolute,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,89.7254068851471,"[[500, 19.482912609621856], [1000, 19.873412754258933], [1500, 19.810148540243418], [2000, 19.77866310969125], [2500, 19.76596462090452], [3000, 19.77533283169098], [3500, 20.101663926116196], [4000, 20.06473553904483], [4500, 20.059416163103155], [5000, 20.04589093362094], [5500, 20.033368751727572], [6000, 20.025268761716276], [6500, 20.020244285568253], [7000, 20.011219046570243]]",4.5367010562599654,54462,7.258721690016551e-06,20.05205543620709,0.8118732500076294,0.1617787301540375,0.04452896386722444,0.15243392038694503,0.012104778588627416,0.9978491053026023,0.06463573103056264,0.1357706912740907,0.017461887322759596,0.997904952433077,0.012492716184507901,0.007117165865505764,0.009804941025006833,0.001461310902805004,41,28057,99.45611786842346,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-absolute__depth_lambda-0p1,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,absolute,0.1,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,90.10958671569824,"[[500, 19.750287417693748], [1000, 20.114313386511405], [1500, 20.103786395657913], [2000, 20.04889104662747], [2500, 20.032048904511033], [3000, 19.981490398215676], [3500, 20.1184563365343], [4000, 20.054238947372223], [4500, 20.019311467705244], [5000, 19.990658082161666], [5500, 19.963192745174766], [6000, 19.946312885316054], [6500, 19.93862172435746], [7000, 19.925522084981182]]",4.5367010562599654,53522,7.258721690016551e-06,20.010339356259095,0.8173442792892456,0.15620717406272888,0.04740519379307264,0.16948290125594564,0.012889207454847397,0.9972597156665997,0.07221314726532753,0.1464416492135926,0.019540042548468903,0.9973833315576229,0.012295977986884199,0.007093520698937349,0.009694749342910773,0.0016604699852001588,46,27703,99.81081700325012,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-absolute__depth_lambda-0p3,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,absolute,0.3,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,90.02575397491455,"[[500, 19.818260417932695], [1000, 19.625946477927343], [1500, 19.763851674123316], [2000, 19.7408105163126], [2500, 19.712932805744398], [3000, 19.69890879902188], [3500, 19.466121893770538], [4000, 19.469136716564485], [4500, 19.465478594887994], [5000, 19.457507366291466], [5500, 19.461979662156082], [6000, 19.45436427088013], [6500, 19.454490012505598], [7000, 19.438001903008306]]",4.5367010562599654,53181,7.258721690016551e-06,19.575561298799254,0.8158437705039978,0.15748642414808273,0.058656053959966405,0.21737957275516565,0.015995655565195287,0.9953371866474144,0.09363409864305147,0.17308044146122703,0.025368321318889175,0.9956567619561946,0.012418691705247882,0.00739388203713563,0.009906286871191756,0.0013844196662426101,37,26726,99.68597292900085,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-absolute__depth_lambda-1p0,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,absolute,1.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,93.15502333641052,"[[500, 19.527008183382126], [1000, 19.45771058210051], [1500, 19.667068899915556], [2000, 19.765521300728025], [2500, 19.810745651371285], [3000, 19.811405120219177], [3500, 19.631566655047234], [4000, 19.672275958805777], [4500, 19.693779530937594], [5000, 19.678739466798056], [5500, 19.675389137401208], [6000, 19.662966922022317], [6500, 19.65612586580621], [7000, 19.64698104063788]]",4.5367010562599654,67777,7.258721690016551e-06,19.605547196309363,0.8160338044166565,0.15729887545108795,0.06393472111981187,0.24407972905151565,0.017586604619249057,0.9935720970817716,0.10213242134068264,0.18102162037176558,0.027746019644124154,0.9944125827340737,0.012166582315271138,0.007348563566512484,0.009757572940891811,0.001394700139470014,41,29397,103.09262871742249,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-pearson__depth_lambda-0p03,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,92.31073999404907,"[[500, 19.351422248924827], [1000, 19.70322330671376], [1500, 19.601436137575732], [2000, 19.599623362741], [2500, 19.62640408256522], [3000, 19.629543804696045], [3500, 19.937356467323145], [4000, 19.901786854471204], [4500, 19.886252014313737], [5000, 19.873897557397544], [5500, 19.866101624937833], [6000, 19.855127231974798], [6500, 19.856882475840692], [7000, 19.857476385214884]]",4.5367010562599654,54150,7.258721690016551e-06,19.91312279752986,0.8020479917526245,0.16791910529136658,0.046030881481195926,0.13350484966649562,0.012547683851005813,0.9982866504883894,0.058729812452640806,0.12079484901194501,0.015917731144546282,0.9983223011679334,0.013441322596256805,0.007602307781965988,0.010521815189111397,0.0017433234421364986,47,26960,102.18352961540222,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-pearson__depth_lambda-0p1,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.1,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,92.72768592834473,"[[500, 19.540381421097468], [1000, 19.705752889635633], [1500, 19.737498301272538], [2000, 19.761764441719876], [2500, 19.74932218551463], [3000, 19.759023698905004], [3500, 19.956004906507967], [4000, 19.915461949707318], [4500, 19.907583474327748], [5000, 19.88775437158347], [5500, 19.88183149045227], [6000, 19.869427053923545], [6500, 19.85845026877989], [7000, 19.85048538188626]]",4.5367010562599654,52512,7.258721690016551e-06,19.798821364818334,0.8064632368087769,0.16652832180261612,0.046365913906769016,0.1342949804076547,0.012614336831417591,0.9985367613509546,0.05858854890488381,0.12347171074438545,0.01585865548866238,0.9985986048867785,0.013417388114812965,0.007542840263414288,0.010480114189113626,0.0016199770832510175,41,25309,102.40793085098267,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-pearson__depth_lambda-0p3,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,0.3,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,92.65931463241577,"[[500, 19.68963794698991], [1000, 19.313637019538724], [1500, 19.403675065333232], [2000, 19.374616693326963], [2500, 19.362406904468756], [3000, 19.37998416524882], [3500, 19.279949576928775], [4000, 19.2851441639792], [4500, 19.29366785060119], [5000, 19.279193820530757], [5500, 19.277020627932494], [6000, 19.27036151269572], [6500, 19.256611891390534], [7000, 19.260389798380693]]",4.5367010562599654,48370,7.258721690016551e-06,19.133596909190995,0.7960973930358887,0.1766260716319084,0.056324190431969436,0.17031124345056192,0.015232419048941168,0.9974607846541932,0.07599965146437014,0.15170859468805858,0.020490320184973997,0.9976805422234102,0.01477225047461037,0.007841332720657504,0.011306791597633937,0.009109804094989607,206,22613,102.3627142906189,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-pearson__depth_lambda-1p0,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,pearson,1.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,92.77624320983887,"[[500, 19.62986591837476], [1000, 17.875251393115633], [1500, 18.1499302863701], [2000, 18.22896997287138], [2500, 18.285087023392233], [3000, 18.309061877774738], [3500, 17.362395232405987], [4000, 17.533043577897], [4500, 17.594135661775276], [5000, 17.605337965877954], [5500, 17.613860375142696], [6000, 17.614467683398217], [6500, 17.626449282308933], [7000, 17.626547183618253]]",4.5367010562599654,45458,7.258721690016551e-06,17.211952687110234,0.7424309372901916,0.23420212984085084,0.098264734699335,0.2139234983812431,0.026553529864362796,0.9923706246845202,0.10827078704218442,0.1834368248211934,0.029263484534387034,0.9951420064541543,0.04694647787296503,0.009443611033598403,0.028195044453281713,0.04914458235491446,879,17886,103.67055749893188,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-ssi__depth_lambda-0p03,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,97.58398103713989,"[[500, 19.51107668779541], [1000, 20.033383089236935], [1500, 19.969833494371496], [2000, 19.939179754111493], [2500, 19.96068703583526], [3000, 19.976405159899876], [3500, 20.30354370902409], [4000, 20.241176159673504], [4500, 20.213887492205366], [5000, 20.182780560459708], [5500, 20.165772656506178], [6000, 20.150621168876604], [6500, 20.136761749895264], [7000, 20.121582601192216]]",4.5367010562599654,54833,7.258721690016551e-06,20.20376823689845,0.813045117855072,0.15998761266469955,0.042015818259778376,0.1368523507909041,0.011443605326165014,0.9982440938971496,0.05756184246736205,0.12316773562227765,0.015579556183179561,0.9982700106843855,0.01249557753919785,0.007105328496369966,0.009800453017783909,0.0019936926813354117,55,27587,107.23802876472473,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-ssi__depth_lambda-0p1,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.1,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,97.76793146133423,"[[500, 19.828453133641183], [1000, 20.273899896843684], [1500, 20.288044325184536], [2000, 20.236023919654876], [2500, 20.22842504135729], [3000, 20.225355953589077], [3500, 20.288642146813945], [4000, 20.20691814760527], [4500, 20.190177111269726], [5000, 20.15960431891232], [5500, 20.142574167986247], [6000, 20.127730635763147], [6500, 20.120324615719735], [7000, 20.102401243677797]]",4.5367010562599654,54427,7.258721690016551e-06,20.176852621394165,0.815597984790802,0.15925672858953477,0.04225946641761409,0.13993682446015368,0.011455204563050589,0.9982864670469739,0.058560393812188936,0.1266744860997655,0.01578115431891225,0.9983502063241976,0.012726605417793637,0.007130430290966665,0.009928517854380151,0.002134991385122481,57,26698,107.4805326461792,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-ssi__depth_lambda-0p3,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,0.3,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,98.46862554550171,"[[500, 19.934247083725925], [1000, 20.074536152493934], [1500, 20.135974064969705], [2000, 20.1484141596859], [2500, 20.14995232197804], [3000, 20.122267980575064], [3500, 19.95625430080308], [4000, 19.89919809130446], [4500, 19.857041844554296], [5000, 19.82029409160385], [5500, 19.788599059967254], [6000, 19.768295134665518], [6500, 19.756524026295708], [7000, 19.727601636620108]]",4.5367010562599654,54832,7.258721690016551e-06,19.772245808452887,0.8130640888214111,0.16157978385686875,0.04623571447087988,0.1482515912566931,0.012537365138746183,0.9978529870048797,0.06316024159536865,0.13355172704094462,0.01699869311123754,0.997953446426273,0.014454972966874615,0.0073194506428810036,0.01088721180487781,0.0034719513146602167,89,25634,108.3424723148346,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-3__depth_kind-ssi__depth_lambda-1p0,blender,lego,3,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,ssi,1.0,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,25546,"[0, 89, 32]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",3,25,102.31123566627502,"[[500, 19.87936607387489], [1000, 19.732710914215183], [1500, 19.91891369302911], [2000, 19.99739084069231], [2500, 20.08738349789108], [3000, 20.09108507664049], [3500, 19.8407598623043], [4000, 19.79883978297559], [4500, 19.783205605147693], [5000, 19.75722059552483], [5500, 19.740796534996075], [6000, 19.73643269817513], [6500, 19.72210116916541], [7000, 19.701755084343237]]",4.5367010562599654,73073,7.258721690016551e-06,19.70420655793561,0.8126554799079895,0.161183430403471,0.050327129082786054,0.18832065813797222,0.013636735001956182,0.99655526823813,0.07888010579021422,0.15803320260307582,0.02125947566873462,0.9967337625898661,0.012964691283257326,0.00714606335683193,0.010055377320044627,0.006261212142530515,178,28429,112.07224535942078,2,0.0,0.0,0.0,2.826612643966149e-16,1.0,,,,,,,,
stage2_lambda,lego__init-depth__n_views-9__depth_kind-absolute__depth_lambda-0p03,blender,lego,9,depth,fps,2,white,gt,gt,0.0,0.0,1.0,0.0,0.0,0.0,absolute,0.03,7000,0,0,0.0,0.0,1.0,0.0,0.0,0.0,True,depth,91941,"[0, 89, 32, 17, 7, 4, 60, 36, 24]","[0, 8, 16, 24, 32, 40, 48, 56, 64, 72, 80, 88, 96, 104, 112, 120, 128, 136, 144, 152, 160, 168, 176, 184, 192]",9,25,96.43472957611084,"[[500, 25.024200880578306], [1000, 25.27262242903405], [1500, 25.389369511757003], [2000, 25.35552091366118], [2500, 25.315860654166645], [3000, 25.28549329675684], [3500, 25.264176797604577], [4000, 25.216877677297116], [4500, 25.152797867319848], [5000, 25.104634391463712], [5500, 25.05455642653587], [6000, 25.005546757954043], [6500, 24.98177265061], [7000, 24.97256215275228]]",4.423456892520446,120830,7.0775310280332764e-06,28.29638927829382,0.9363131833076477,0.053962660506367686,0.010418305732699447,0.023788124866698537,0.0028040963980459493,0.9999799309451828,0.010114105198338578,0.023621819491643877,0.0027158226388577663,0.9999799309451828,0.007286847445658325,0.005060867739054559,0.006173857592356442,0.0008824250347250592,54,61195,107.00218200683594,2,0.0,0.0,0.0,3.3155727556045965e-16,1.0,,,,,,,,
